Pclass,Sex,Age,SibSp,Parch,Fare,Embarked_C,Embarked_Q,Embarked_S,Survived
-0.33485695513267427,1,-0.1693444985101571,-0.45851413065221286,-0.46364704976336907,-0.3896282220865577,0,0,1,1
0.8640849014630506,0,0.0,-0.45851413065221286,-0.46364704976336907,-0.484520548550511,0,0,1,1
-1.5337988117283992,0,1.62530948925826,-0.45851413065221286,0.7655108736518604,0.8685467013624243,0,0,1,0
0.8640849014630506,0,0.0,-0.45851413065221286,-0.46364704976336907,-0.47916764808331364,0,0,1,0
0.8640849014630506,1,0.0,6.5514074250859125,1.9946687970670898,0.7179355473080984,0,0,1,0
-0.33485695513267427,0,-0.37641995863728217,-0.45851413065221286,-0.46364704976336907,-0.38281543967376097,0,0,1,0
0.8640849014630506,0,0.5899321886226347,-0.45851413065221286,-0.46364704976336907,-0.1657796570946676,0,0,1,0
-1.5337988117283992,0,-0.1693444985101571,-0.45851413065221286,-0.46364704976336907,-0.11906343483549049,0,0,1,1
0.8640849014630506,0,-0.9976463390186573,-0.45851413065221286,-0.46364704976336907,-0.47916764808331364,0,0,1,0
-1.5337988117283992,1,0.31383157511980136,0.41772606381505284,-0.46364704976336907,0.9889869618743652,0,0,1,1
-1.5337988117283992,1,-0.9976463390186573,-0.45851413065221286,0.7655108736518604,0.1310630051771866,0,0,1,1
-1.5337988117283992,1,1.2801837223797183,0.41772606381505284,-0.46364704976336907,0.8576793401593835,1,0,0,1
0.8640849014630506,0,-0.03129419175874039,-0.45851413065221286,-0.46364704976336907,-0.494739722169706,0,0,1,0
-1.5337988117283992,0,-0.1693444985101571,-0.45851413065221286,-0.46364704976336907,0.05514914400602392,0,0,1,1
-1.5337988117283992,0,2.1084855628882186,-0.45851413065221286,-0.46364704976336907,0.016218958790043043,0,0,1,0
0.8640849014630506,0,-0.6525205721401156,-0.45851413065221286,-0.46364704976336907,-0.47170667808667094,0,0,1,0
-0.33485695513267427,1,-1.8259481795271575,0.41772606381505284,0.7655108736518604,-0.18816451359385658,0,0,1,1
-0.33485695513267427,0,-0.03129419175874039,-0.45851413065221286,-0.46364704976336907,-0.38281543967376097,0,0,1,0
0.8640849014630506,0,-0.5834954187644072,-0.45851413065221286,-0.46364704976336907,-0.494739722169706,0,0,1,0
-0.33485695513267427,1,-1.894973332902866,0.41772606381505284,1.9946687970670898,0.1734813349885194,1,0,0,1
0.8640849014630506,0,-0.10031934513444875,-0.45851413065221286,-0.46364704976336907,-0.48216916536346577,1,0,0,1
-1.5337988117283992,1,1.9014101027610935,-0.45851413065221286,-0.46364704976336907,2.216179297419209,1,0,0,1
0.8640849014630506,0,-0.7905708788915323,-0.45851413065221286,-0.46364704976336907,-0.43788607968028753,0,0,1,0
-1.5337988117283992,1,0.31383157511980136,0.41772606381505284,-0.46364704976336907,0.3977347739066557,0,0,1,1
0.8640849014630506,0,0.17578126836838467,0.41772606381505284,0.7655108736518604,-0.23634061779863294,0,0,1,0
0.8640849014630506,0,0.0,-0.45851413065221286,-0.46364704976336907,-0.49514459609595224,1,0,0,1
0.8640849014630506,0,0.0,-0.45851413065221286,-0.46364704976336907,-0.5005792499521031,0,1,0,0
0.8640849014630506,1,0.4518818818712181,-0.45851413065221286,-0.46364704976336907,-0.44924006819852835,0,0,1,0
0.8640849014630506,0,-0.9976463390186573,0.41772606381505284,3.223826720482319,0.033250914822034676,0,0,1,0
-0.33485695513267427,1,0.0,-0.45851413065221286,-0.46364704976336907,-0.3954677498689547,0,1,0,1
-1.5337988117283992,0,0.0,-0.45851413065221286,-0.46364704976336907,-0.05190886533792349,0,0,1,1
-1.5337988117283992,1,-0.7905708788915323,0.41772606381505284,-0.46364704976336907,1.1370034190840461,1,0,0,1
-1.5337988117283992,0,1.1421334156283016,-0.45851413065221286,-0.46364704976336907,0.02635637902028449,0,0,1,0
0.8640849014630506,1,0.0,0.41772606381505284,-0.46364704976336907,-0.1657796570946676,0,1,0,1
-1.5337988117283992,0,-0.23836965188586545,-0.45851413065221286,1.9946687970670898,3.481005443012341,1,0,0,0
-1.5337988117283992,1,-1.9639984862785742,0.41772606381505284,1.9946687970670898,2.3140731411633144,0,0,1,0
0.8640849014630506,1,0.7279824953740515,-0.45851413065221286,5.682142567312779,0.13665921930198388,0,0,1,0
0.8640849014630506,0,-0.03129419175874039,-0.45851413065221286,-0.46364704976336907,-0.47916764808331364,0,0,1,0
-1.5337988117283992,0,0.3828567284955097,-0.45851413065221286,-0.46364704976336907,0.1451751973179797,1,0,0,0
-0.33485695513267427,0,2.7297119432695935,-0.45851413065221286,-0.46364704976336907,-0.43147817119373705,0,0,1,0
-1.5337988117283992,1,0.0,0.41772606381505284,-0.46364704976336907,0.3763231720378662,0,0,1,1
-0.33485695513267427,1,-0.3073948052615738,0.41772606381505284,0.7655108736518604,-0.12976923576988525,0,0,1,0
0.8640849014630506,0,-0.6525205721401156,-0.45851413065221286,-0.46364704976336907,-0.3224736525889906,0,0,1,0
-1.5337988117283992,0,0.0,-0.45851413065221286,-0.46364704976336907,0.0454165977020287,0,0,1,0
-0.33485695513267427,0,-2.044757915728153,0.41772606381505284,0.7655108736518604,-0.2708911571778159,0,0,1,1
0.8640849014630506,0,0.0,-0.45851413065221286,-0.46364704976336907,-0.4850071758657108,0,1,0,0
-0.33485695513267427,0,0.0,-0.45851413065221286,-0.46364704976336907,-0.6358616435776366,0,0,1,0
0.8640849014630506,0,0.0,-0.45851413065221286,-0.46364704976336907,-0.48216916536346577,0,0,1,0
-1.5337988117283992,0,2.177510716263927,-0.45851413065221286,-0.46364704976336907,-0.11906343483549049,0,0,1,0
